,serial_number,User Name,URL,Post Created,combined_text,mention_other,mentioned_other,attack,target,description
28,357,houyuih,https://www.facebook.com/100044642490075/posts/937435684421173,2024-01-12 11:24:30 CST,集合吧！站出來！政黨輪替，就在明天！ 不希望兵凶戰危的你，要孩子平安長大的你； 受夠貪污腐敗的你，渴望公平正義的你。 我們集合吧！ 明天，是年輕朋友決定未來的主場，更是全台灣人民找回民主制衡力量的主場。 每一個人，都是政黨輪替最重要的力量！ 挺在野最強3號侯康配，推動第3波民主改革，下架民進黨，讓台灣再出發！,yes,民進黨,yes,民進黨,"corruption, 反戰輪, everything"
23,362,houyuih,https://www.facebook.com/100044642490075/posts/937532581078150,2024-01-12 15:16:43 CST,就在明天！政黨輪替的希望，就在明天！ 我永遠記得蔣渭水前輩的這句話：「同胞需團結，團結真有力」。 如果明天，我們不團結，就會讓黑金貪腐延續，新潮流吃銅吃鐵吃國家； 如果明天，我們不團結，就會讓壞人繼續囂張，好人飽受害怕； 如果明天，我們不團結，就會讓子孫面臨戰爭威脅，看不到和平的曙光。 明天是113投票日，也是經國先生逝世紀念日，經國先生曾說過：「今天不做，明天會後悔」。 只要明天，我們團結一致，就可以讓黑金貪腐的民進黨，到此為止； 只要明天，我們集中力量，就可以讓好人獲得保障，壞人罪有應得； 只要明天，我們出來投票，就可以讓台海恢復和平穩定，台灣安定繁榮發展。 唯有集中力量，支持在野最強的侯友宜、趙少康，才能讓神聖的選票，發揮民主制衡的力量，真正推動政黨輪替，讓做不好的執政黨下台反省！ 我們不能再放任鴨霸的政府，欺壓百姓無視民意，明天的選擇，將決定台灣的命運，影響子子孫孫的未來！改變的希望，就在每個人手中的這一票，每一票，都是改變成真的關鍵，每一票都不能白費。 最後關頭，請大家拉三票，投三號！催票、拉票、投票，讓人民重新做主，找回公平正義、清廉勤政的政府，還給台灣應有的模樣！,yes,"民進黨, 執政黨",yes,民進黨,corruption
9,376,houyuih,https://www.facebook.com/100044642490075/posts/937762817721793,2024-01-12 23:04:30 CST,藍白團結合作，終結綠色貪腐，藍白政黨合作，實現聯合政府！ 今晚，爆場的25萬名鄉親，用行動展現，一定要政黨輪替的決心。感謝新北市民朋友，13年來我們一起打拚，帶給新北改變；感謝全台灣人民，為了守護中華民國安全，讓台灣這片土地重返安定繁榮，我們一起走到了這裡，距離讓台灣再出發，只剩最後一步。 總統選舉，就是國家路線、政策路線的總選擇，我和賴清德的路線，就是和平與戰爭的選擇、清廉與貪腐的選擇、反廢死與廢死的選擇、能源永續與繼續反核的選擇、中間路線與仇中抹紅的選擇。 這五條國家路線，民進黨統統對不起台灣人民！至於民眾黨的柯文哲主席是什麼路線，我不清楚，但是我們歡迎白色力量，加入我們的五大路線。 人民期待政黨輪替，但三腳督的態勢，勢必要集中在野力量，才有可能下架民進黨，而三黨之間的差異，誰讓人民安心，一眼就能明白： 民進黨，黑金貪腐進行式，人人都知； 民眾黨，還在長大進行式，一人帶全黨很辛苦； 國民黨，團結改革進行式，我們不斷改革、進步當中。 雖然我回國民黨時間不長，趙少康也失聯20多年，少康兄以前還常常鞭策國民黨，但國民黨提名我們，就是來改革的！看看我們的縣市長，蔣萬安市長、盧秀燕市長、張善政市長、黃敏惠市長等等，還有由韓國瑜帶領的專業不分區立委，以及區域立委諸多年輕戰將，國民黨就是政黨輪替的最堅強戰隊，這次的國會，不但有機會超過民進黨，更會大力改革，用更謙卑態度，完成執政最後一塊拼圖！ 第四次政黨輪替，為全民所深深期盼，選前最後一晚，我要再次誠摯邀請白色力量的同伴們一起打拚，「關鍵時刻，集中選票！政黨要輪替，人民才勝利！」雖然藍白合作的過程中，柯主席一再羞辱我，甚至抹紅我，但我從未惡言相向，連難聽的話，都沒有講過。 因為，為了台灣更好，我可以忍耐；為了政黨輪替，我可以吞下。 因為，我記得蔣渭水前輩說的「同胞需團結，團結真有力」，不分藍白，咱大家團結，才能實現政黨輪替！ 因為，我記得經國先生所說，「今天不做，明天就後悔」，藍白選民，集中力量、明天才不會後悔！ 現在，已經是一對一對決的時刻，是我和賴清德的對決，為了政黨輪替，懇請所有主流民意，投給最強的3號侯友宜、趙少康，懇請偉大的台灣人民站出來，讓我們一起創造歷史，完成台灣第四次政黨輪替！ 票投侯康、和平有望、經濟好康！ 票投侯康、政黨輪替、人民勝利！ 113投3號、台灣一定好、台灣一定贏！,yes,"民進黨, 民眾黨, 柯, 賴, 藍白",yes,"民進黨, 民眾黨, 柯, 賴, 藍白","corruption, criticise everyone"
2,383,houyuih,https://www.facebook.com/100044642490075/posts/938349044329837,2024-01-13 21:05:47 CST,全體國人朋友，大家晚安。 對於總統選舉的結果，我個人努力不夠，很遺憾未能完成政黨輪替，讓大家非常失望，我要負起所有責任，所有責難我會一肩扛起，我向所有支持者致上最深的歉意。 這次國民黨全黨上下一心、空前團結，但很可惜，我們沒有完成政黨輪替，我非常感謝各縣市首長對我的支持，非常感謝所有區域及不分區立委候選人的協助，更感謝所有投票給我的支持者，我辜負了大家。 我要特別感謝趙少康先生，他在關鍵時刻義無反顧擔任我的副手，全力支持我，我對他充滿感激。我也要謝謝朱立倫主席、馬英九總統、連戰副總統、蕭萬長副總統、吳伯雄主席及台灣公道伯 王金平院長在選戰中給予我的支持與勉勵。 我也要感謝金溥聰執行長，在我最困難的時候，二話不說力挺，感謝競選團隊所有成員，沒有你們我無法完成這次選戰，你們是最棒的，謝謝你們。 我尊重台灣人民最後做出的選擇，民主選舉就是人民作主。在這邊我除了恭喜賴清德、蕭美琴兩位當選，也期許他們不要辜負人民對執政者的期待，執政者要真正把人民的聲音放在心上。 這次選舉過程相當激烈，但更重要的是，我希望各黨派選後一定要團結，共同面對台灣各項艱困的挑戰，尤其是民眾最關切的台海安全及美中台關係，執政者真的要好好面對，讓台灣民眾有安定歲月。 民進黨執政這8年來，有做不好的地方，對於人民期待改變的聲音，也要聽進去，要打造清廉有效能的政府，讓台灣人民期待、信任的政府，這是所有人最深的盼望。 對於選舉結果，我知道大家會難過、會失望，我都理解，也很不捨，因為大家都深愛著這塊土地、深愛著自己的家人，深愛著我們的國家。 可以難過，但不要氣餒，讓我們化悲憤為力量，這是監督民進黨的力量、這是台灣進步的力量、更是捍衛中華民國的力量，我們不會散，也不會就此消失。相反的，我們會更加茁壯、更加堅毅。 這段時間，我走過大街小巷，感受到每一個民眾給我們的熱情與溫暖，每一雙手、每一句加油的聲音，侯友宜一輩子會牢牢記在心上。明天我就會捲起袖子上工，不辜負支持者以及人民對我們的期待，謝謝大家。,yes,"民進黨, 賴, 蕭, 吳",yes,民進黨,Still saying 民進黨 didn’t perform well xD
380,5,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/898157021676626,2023-12-15 14:03:15 CST,新聞媒體絕不能成為當權者的禁臠，而是民意監督政府的利刃。 十年前，街頭站著一群滿懷熱血的民眾，堅信媒體理應超然獨立，不受任何權力與利益結構把持，要讓第四權能夠監督掌權者，將國家推向正確的道路。2013年，蔡英文 Tsai Ing-wen公開批評國民黨封殺反媒體壟斷立法，民進黨被民意的期待推上浪潮。 十年後，他們卻成為自己曾經對抗的怪物。 不僅完全執政後依然忽視《 #反媒體壟斷法 》，我們甚至看到申請特定新聞台的股東，竟然可以稱自己秉總統旨意，要求NCC盡快審核；面對三立伸手進入中嘉，NCC完全沒有作為，甚至睜一隻眼閉一隻眼，留給中嘉賣掉股票脫產的時間。 NCC應該守護媒體中立，卻成為公然的門神。 過去台灣人民在藍綠之間，重覆期待和失望。讓人民重新相信本來應該相信的事情，重建對台灣民主社會的信心，這就是台灣民眾黨這次競選的歷史任務。當年學者與學生在街頭的勇氣、信念與意志，我們不會讓它就此消失，我們要喚醒的，是 #一個時代本該相信的公平正義。 我常說，不應相信個人，而應相信制度。我們終究是光陰百代的過客，在我們離去之後，什麼力量能持續守護著下一代的未來？答案就是可信、可靠且公開透明的媒體環境，這才是真正守護台灣引以為傲的民主自由。 我們在此承諾，《反媒體壟斷法》就是 台灣民眾黨立委進入國會後的優先目標。從2014年開始，我一直都堅持，選舉是改變政治文化的一場社會運動，所有主張的價值，都是在告訴下一代，我們要打造什麼樣的台灣。 十年過去，柯文哲依舊在這裡，我要重建各位對民主的信心。 2024年，請各位與我一起拼一次，我們會把國家還給你！,yes,"民進黨, 國民黨, 蔡, 藍綠",yes,"民進黨, 國民黨, 蔡, 藍綠",
375,10,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/898734751618853,2023-12-16 12:06:25 CST,民眾黨沒有藍綠滿滿的銀彈，只有一股希望帶著台灣迎向光亮的傻勁、衝勁與拚勁，今天我們來到台南、明天要到桃園「民眾大會師」，我想邀請大家到場聽聽我們的理念，或收看直播，為了臺灣，讓我們一起奮戰到底！ 【反貪腐 台南新希望】民眾大會師 ｜時間｜12/16（六）14:30-17:00 ｜地點｜台南市中西區尊王路 ｜直播連結｜ https://www.youtube.com/watch?v=P83tBeptSGs ｜陣容｜ 總統候選人 柯文哲 副總統候選人 吳欣盈 高雄市第1選區立委候選人 曾尹儷-2023高雄市立委第一選區候選人 不分區立委候選人 黃珊珊、黃國昌、張啟楷、許忠信 特別來賓 陳清茂、楊文嘉,yes,藍綠,yes,藍綠,
369,16,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/898933954932266,2023-12-16 19:23:06 CST,今天在台南市中西區尊王路，是我們選前首場「 #TeamKP動員令」大型活動，現場來了上萬人，把封街的尊王路塞得滿滿！我和吳欣盈上台時走了快20分鐘，我一一握你們的手表達謝意，謝謝！謝謝你們每一個人自發前來，甚至舉家參加，天暗下來後，看到你們每個人舉著手機燈光，我知道，我們都在為了同一個目標奮鬥： 我們要讓台灣有機會翻轉，走上新政治、新文化。 我相信，這次總統選舉，我們一定會贏，而且一定要贏！ 我們必須把台灣贏回來，把國家重新交還給人民！ 謝謝台南市黨部的努力舉辦，昨晚搭建舞台時有打擾到鄰居，我也要說聲抱歉，我們會反省改進。「一府、二鹿、三艋舺」的400年古都，近來卻被議長賄選案、88槍案、光電案、爐渣案各種醜聞籠罩，所有這些案子都有一個相同的關鍵人物「郭再欽」，同為新潮流的賴清德，請出來講清楚。 賴清德做6年台南市長，2015年為了李全教涉賄案，200多天不進議會，結果當年台南登革熱2萬人感染、逾百人死亡，現在議長邱莉莉一樣涉賄，賴清德卻是雙標！ 賴清德老家違建爭議，他說小時家貧，颱風把屋頂吹走，但空照圖證明違建是2003年以後才蓋的，賴清德已經被謊話淹沒。 我每晚9點問 賴清德兩個問題，他卻都不敢回答。第一、當美國政府明白表示不支持台獨，請問「 #務實的台獨工作者 」賴清德怎麼繼續推動台獨？如果他說「台灣已經是一個主權獨立的國家，所以不必再台獨了。」請問台灣獨立建國是何時完成的？若已經完成，你過去這麼多年是在喊什麼？如果還沒完成，美國政府一反對，你就從「台獨金孫」變「台獨龜孫」了嗎？ 第二、小英總統推動「 #2025非核家園 」，請問賴清德也認同嗎？如果你認為不可能，就應該大聲講出來，因為政治不難，說實話就好。 議長、老家違建、務實台獨、非核家園。 賴清德，這幾個問題，全國人民都在等你的答案。　 民進黨在野時，要「黨政軍退出媒體」，為什麼執政了變成「黨政軍就是媒體」！媒體不應變成政府統治的工具，特別公視是全體人民的，不是用來打擊反對黨的。 從黨外到早期的民進黨充滿理想，如今只能感慨為什麼民進黨墮落那麼快。曾經高舉「清廉、勤政、愛鄉土」，今天變成「貪污、懶惰、新潮流」。 2024年是台灣歷史的轉捩點，我們要退回去30年來的藍綠惡鬥，還是勇敢迎向新政治、新文化？這是歷史的抉擇，是台灣30年來第1次有機會翻轉命運，實現我們心中的理想。 台灣人民要做自己的主人，相信公平正義、正直、誠信、理性、務實、科學；相信美好台灣，會在我們手中實現。讓我們進行一場不走出家門的客廳革命，請你們回去跟長輩溝通。這也是我這次參選的訴求：重建內部家庭連結，讓 #社會和諧 、 #政黨和解 、 #兩岸和平 。 台灣大概有73%的小孩，小學時是阿公阿嬤帶大，國、高中後就跟爺奶疏於溝通，代溝慢慢出現，我希望我們弭平世代的鴻溝，重建家庭連結。也請大家能了解，不管是陸配、外配、移工，他們都是我們的同胞，。拜託年輕人回去多跟阿公阿嬤講話，「五五法」，連續5天，每天講5分鐘，之後請他們投給柯文哲：30年來國、民兩黨執政就這個樣子，試試給台灣一個機會，步入新政治、新文化，只有選擇柯文哲，台灣才不會債留子孫，不然現在不管哪一個黨執政，錢都亂花，我在這裡拜託大家！,yes,"民進黨, 賴, 郭, 藍綠",yes,"民進黨, 賴, 藍綠",
366,19,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/899345814891080,2023-12-17 12:03:18 CST,勇敢、行動、突圍！ 堅持奮戰，需要你來相挺！ 當外界嘲諷我們不自量力，我們積極展現人民的力量；當外界瘋狂抹黑訕笑，人民的心意不能被踐踏。 不要再看那些政論不知所云、狂潑髒水，那對台灣毫無幫助，讓我們用前瞻性的解方，朝向改革進步，我們一起勇敢、一起行動、一起突圍！ 桃園大會師， #棄藍綠 、 #反貪腐 、 #保台灣 ！等你來加1！ #陽明運動公園 #teamkp,yes,藍綠,yes,藍綠,
365,20,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/1814213639038340,2023-12-17 13:20:35 CST,【共融多元 新桃園】民眾大會師 ｜時間｜12/17（日）13:30-16:00 ｜地點｜陽明運動公園（桃園市桃園區長沙街） ｜陣容｜ 總統候選人 柯文哲 桃園市第5選區立委候選人 賴香伶 桃園市第6選區立委候選人 李慕妍 不分區立委候選人 黃國昌、麥玉珍、張清俊 桃園市黨部主委 黃成峻 特別來賓 鄭寶清、毛嘉慶,yes,賴,no,,
364,21,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/317714177839892,2023-12-17 13:49:14 CST,【共融多元 新桃園】民眾大會師 ｜時間｜12/17（日）13:30-16:00 ｜地點｜陽明運動公園（桃園市桃園區長沙街） ｜陣容｜ 總統候選人 柯文哲 桃園市第5選區立委候選人 賴香伶 桃園市第6選區立委候選人 李慕妍 不分區立委候選人 黃國昌、麥玉珍、張清俊 桃園市黨部主委 黃成峻 特別來賓 鄭寶清、毛嘉慶,yes,賴,no,,
342,43,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/900682711424057,2023-12-19 17:05:31 CST,甘肅省發生強震，至少111人死亡，236人受傷，此刻，讓我們一起為甘肅祈福。 兩岸人民有相同的語言、文化，雖然在政治上有衝突或矛盾，但兩岸人民間通婚、通商，交流密切，民間依然仍能在不同的政治體制下共榮友好。 對於甘肅遭逢不幸的意外，我的心情非常沉重，也樂見民進黨政府表示願提供協助，展現人性中溫暖的一面。 人與人之間，最珍貴是在危難時相互扶持，甘肅加油！,yes,民進黨,no,,
340,45,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/900751664750495,2023-12-19 20:01:24 CST,建立共融社會｜實踐國家治理 從9月開始，我陸續召開了醫療、長照、教育、財政、壯世代、淨零碳排、少子化，產業、族群文化、勞動、農業、運輸、金融等政策記者會，提出我的「國政解方」。其實所有的政策都奠基在「國家治理」，唯有基礎穩健，才能進一步推動國家發展。 要治理就得先找出問題，我們的國家出了哪些問題？我們的 #總統有權無責、政黨只會惡性競爭，國會選制利於藍綠兩黨，中道力量難以出頭；我們的文官制度被破壞殆盡、財政制度漏洞百出，司法體系失能、政府數位治理落後，放眼望去百廢待興，該怎麼做？ 我們必須讓國家邁向 #內閣制 ，以聯合政府終結有權無責的總統制，尤其閣揆需要立法院同意後方能認命；必須進行國會改革、重建文官體系，其中包括繼續推動18歲公民權，立委選舉從「並立制」改為「聯立制」，公開遴選高階文官和國營事業董監事；落實財政紀律，修正中央與地方財政收支劃分法；改善稅制、不再胡亂灑幣；推動司法改革，設立司改委員會並落實決議，推動「 #吹哨者保護法 」，有效打擊犯罪；最後，我們必須提升政府的數位化程度，完善相關法規、進行產業轉型輔導，和培育數位人才。 這次選舉我們的核心理念，就是「共融社會、國家治理」，而國家治理的核心就是執行力，光是找到問題還不夠，還得有執行力去解決問題，我會一步一步穩穩地走，讓國家走向正常、法治、進步，把國家還給人民。,yes,藍綠,yes,藍綠,我們的 #總統有權無責、政黨只會惡性競爭
337,48,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/900808758078119,2023-12-19 22:06:23 CST,民主政治就是相互檢驗的過程，我的態度就是面對質疑火速處理。賴清德，你呢? 最近有名嘴爆料，我名下持分的新竹市隆恩段農牧用地上停放多輛遊覽車，有農地非農用的違規情形。 本來明天要進行公辦政見發表會，這個時間應該是花時間研讀資料，但因為今天早上被記者問到，我還是盡速釐清解決。 這筆土地是2008年，新竹4位前輩醫師，包括我台大學長，找了我父親合購，我爸爸說他又不是醫生，就轉給我。我的持份是5/24(大約1/5)，因為我長年在台北，因此從未過問過這塊土地的使用，都由父母在管理。 根據我了解，這塊用地買來時就已經鋪設了水泥，上面還蓋有農舍，我擔任台北市長後，都依法申報財產、依法報稅。 幸好陳佩琪都有收集檔案，既然經過釐清，這塊地確定是違規使用，所以今天下午我已經請其他地主，通知遊覽車業者今晚就把車子移走，也主動聯繫好怪手業者，明日盡速刨除水泥，回歸農地使用。 民主政治就是相互檢驗的過程，我的態度就是面對質疑火速處理，請問賴清德，「你還要迴避檢驗多久？賴皮寮怎麼辦？」,yes,賴,yes,賴,
331,54,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/901279331364395,2023-12-20 18:58:07 CST,今天早上 #中選會 舉辦政黨號次抽籤，台灣民眾黨抽到12號，搭配上總統號次我抽到的1號，剛好是112，這個神奇的數字，將成為凝聚我們的密碼，明年1月12日讓我們一起塞爆凱道，一起用行動告訴藍綠與傳統媒體，我們已經準備好 #義無反顧拼一次 ，我們要擺脫藍綠泥淖，走向共融的未來！ 距離投票僅剩23天，我們只看到「賴皮不拆、趙樣不辭」的傲慢。我則持續點出國家問題，發表治國政見與理念；民眾黨的夥伴們，也持續監督施政、揭發弊端，該做的事，不會因為選舉而停下來，這是我們對人民的承諾與責任。 我承諾，在當選之後，我會盡我所有力量，讓台灣向前，不再走回藍綠兩極對抗的回頭路；我承諾，當選後會嚴守 #財政紀律 ，絕不債留子孫。這次選舉，將是三十年來最有機會翻轉台灣，走向 #公民參政 、 #還權於民 的一次，是真正能夠終結腐敗不斷侵蝕台灣的最好機會，各位台灣人民，請相信你手中的一票，將造就台灣歷史的轉捩點。 今晚，是2024總統大選第一場公辦政見會，我將我對國家的願景與規劃娓娓道來，我會把國家贏回來，交還給你！,yes,"賴, 趙, 藍綠",yes,"賴, 趙, 藍綠",
310,75,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/902486237910371,2023-12-22 21:00:29 CST,Team KP召集令，給義無反顧的你！ 明天下午新竹，晚上到高雄，讓全台灣 #改變成真 ！ 12月23日一連兩場大造勢，從新竹到高雄、從下午到深夜，陪你度過超級星期六！ 「民眾大會師」、「三軍齊聚挺柯P」，歡迎民眾相揪親朋好友現場參與，或撥空收看直播，一起幫阿北加油打氣！ 【新竹 新未來】民眾大會師 ｜時間｜12/23（六）13:30-16:00 ｜地點｜新竹市立體育館（新竹市東區公園路295號） ｜陣容｜ 總統候選人 柯文哲 副總統候選人 @吳欣盈 不分區立委候選人 黃珊珊、 黃國昌、 陳昭姿 、吳春城 、新竹市議員 李國璋 新竹市東區市議員、宋品瑩 新竹市議員 新竹縣議員 林碩彥 特別嘉賓 新竹市立委候選人 柯美蘭 【三軍齊聚挺柯P】 ｜時間｜12/23（六）18:00-21:00 ｜地點｜高雄岡山河華路（前峰路到岡山路段） ｜陣容｜ 總統候選人 柯文哲 主辦人 陳清茂 台中市第1選區立委候選人 蔡壁如 高雄市第1選區立委候選人 曾尹儷-2023高雄市立委第一選區候選人 不分區立委候選人 林國成 、 張啟楷 台北市議員 林珍羽 台中市議員 江和樹 #民眾黨 #台灣民眾黨,yes,蔡,no,,
296,89,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/903154887843506,2023-12-23 23:11:36 CST,#義無反顧拚①次 #跨越濁水溪 來到 #高雄三粉大造勢，車都沒開到入口，100公尺外就看到兩旁擠滿了群眾，用力揮舞 #台灣的選哲 旗幟，跟中華民國國旗，沿路大聲吶喊。要走上舞台更花了20分鐘，現場有4萬人相挺，加上收看YT的網友，線上線下超過10萬人。 感謝 陳清茂清茂兄，就算被國民黨開除黨籍也在所不惜，號召對民進黨執政8年失望透頂的高雄人來到這裡。他們超越黨派、跳脫意識形態，希望我來實現政黨輪替。 今晚在場除了柯粉，還有很多韓粉，我跟大家說，選後我會找時間，帶著民眾黨新科立委去拜訪他，聊聊彼此對於「公平正義、媒體改革、司法改革、財政紀律、居住正義、聯合政府、國家治理」的理念。 我也要對郭粉說，郭台銘董事長對於台灣產業發展具有前瞻與宏遠的眼光，關於他的重大政策方向，包括：0到6歲國家養，願意生、輕鬆養；發展AI，厚植科技實力；廣建社會住宅、推動居住正義；除弊興利，打造廉能政府。這些政策，我都一定會繼續推動下去。 民進黨在高雄中央地方權力一把抓。但媒體報導，高雄的車禍死亡連續10年全國最多；高雄平均薪資3.5萬，比全國平均少5千元。這一次，台灣民眾黨在高雄市提名了曾尹儷-2023高雄市立委第一選區候選人來參選。曾尹儷是正港的高雄人，包含城鄉差距、人口老化、交通建設、農業升級、空氣污染、供水穩定，她都有提出政策要解決問題。請大家告訴大家，第一選區就選2號曾尹儷，讓她打破民進黨的政治壟斷。 韓國瑜、郭台銘、曾尹儷，還有我都是面對問題，解決問題的人。至於民進黨不是解決問題，而是解決提出問題的人，跟民進黨意見不一致的人，民進黨一律打成「中共同路人」。賴清德面臨人家質疑民進黨貪腐，還反問是哪一件？我要代替全國人民回答，包括郭再欽、邱莉莉、雲豹賴百億、喝花酒的陳凱凌跟陳宗彥，哪一件不是？ 講到這裡，台下的群眾都大喊著黃國昌最愛說的：#太離譜了！ 沒錯，我們不能讓台灣的未來再離譜下去。距離投票日只剩三個禮拜，我想請大家好好想想「台灣需要的是新政治、新文化，還是新潮流？」 2024，讓我們義無反顧拚①次，總統支持我跟 吳欣盈；高雄第一選區立委投給2號曾尹儷；政黨票請選擇⑫ 台灣民眾黨！,yes,"民進黨, 賴, 國民黨, 郭",yes,"民進黨, 賴",
278,107,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/904658937693101,2023-12-26 11:57:23 CST,四、五年級的朋友，您們好，我是柯文哲： 台灣世代的疏離，展現在政黨支持者的壁壘分明。我常常反省，為什麼柯文哲比較能得到年輕族群的支持，但得不到「 #同梯 」的您們認同。對我來說，2024除了勝負，更重要的是身為政治人物，如何促進世代之間的共融與了解，希望大家給我一些建議。 我常常聽到年輕人憂心，長輩很容易被網路上的假訊息「洗腦」，他們自認比長輩更能夠分辨資訊。其實年輕一輩擁有更充裕的教育資源，而我們這一代，高中的門就窄，大學的門更窄，絕大多數的四、五年級生，是辛辛苦苦一輩子，把孩子栽培長大，期望子女比自己更有成就。 我希望年輕朋友記得，台灣今天的繁榮，來自好幾世代的努力。我們這一代雖然小時候辛苦，但只要打拼，賺錢不是太難；而現在的年輕人「書念得很高，錢賺得不多」，要靠自己買房子、成家立業，實在困難。論語說「不患寡而患不均」，台灣現在的不均，展現在地域之間，也展現在世代之間。 台灣現在已是貧富世襲，窮人的孩子還是窮，有錢人的孩子還是有錢，你會不會成功，和你有沒有努力沒有關係，和你爸爸是誰比較有關係，這跟我們當年是不一樣的。我們成長在國民黨威權時期，看著黨外變成民進黨，再看著民進黨變成另一個國民黨。藍綠看似水火不容，其實遇到共同利益的時候，非常團結。今天的民進黨，早就不是當年的民進黨了，而今天的國民黨，也遠沒有當年蔣經國打房的氣魄，放鬆貸款條件，哪裡是在幫助年輕人，根本是在幫助建商。 當下台灣有許多矛盾待解，房價越來越高，勞保快要破產，需要核電又不知道如何處理核廢料，歷任總統得過且過，只想把難題推給後任，大家也看在眼裡。 三十年來藍綠輪流執政，人民還在懷念蔣經國，表示台灣沒有進步。現在是第一次第三勢力有機會執政的時刻，大家是否甘心，這一輩子，就被藍、綠兩個政黨綁架？給四、 四、五年級的朋友的一封信； 三十年來藍綠輪流執政， 人民還在懷念蔣經國， 表示台灣沒有進步。 現在是第一女第三勢力有機會執政的時刻， 大家是否甘心，這一輩子， 大家是否甘心， 這一輩子， 就被藍、綠兩個政黨綁架？ 就被藍、 回柯文哲,yes,"民進黨, 國民黨, 藍綠",yes,"民進黨, 國民黨, 藍綠",
