,serial_number,User Name,URL,Post Created,combined_text,mention_other,mentioned_other,attack,target,description
664,151,houyuih,https://www.facebook.com/100044642490075/posts/824112532420156,2023-06-14 17:25:14 CST,謝謝大家持續關心私立幼兒園司法案件進展，有關毛髮檢驗，統計至昨日有意願檢測毛髮的家長共35位，目前已經正式行文交付檢方。 我要再次呼籲有心者不要再散布關於「市府拖延」或是「餵毒」等「假訊息」! 這一段時間，部分人士刻意操作抹黑這個事件，即使新北市政府積極面對處理並且對外天天公開說明，但令人遺憾的是民進黨眾多民代在事件發生第一時間，真相未明時，就散播「餵毒」，製造恐慌在先，還不斷污衊新北市政府涉及包庇、掩蓋案情，一再製造假訊息！試問賴副總統，中央宣示要打假，難不成根本是假裝打？！ 另外也籲請檢察機關趕快把真相釐清，將真相完整揭露，照顧好孩子們的健康、讓家長們放心。這個案子已經快將近1個月了，我們都期盼檢察機關快馬加鞭， 讓真相水落石出！ 向市民朋友報告： 📌專業諮詢服務：固定每周辦理兩次，於上班日週二、週四晚上7至9時辦理，由社會局及衛生局聘請專業醫師、心理諮商師及律師，昨(13)日有2組家庭共3位家長出席，針對健康醫療、孩童照顧、心理建設、法律相關問題，與家長進行專業諮詢。 📌就學安置：經聯繫截至今(14)日上午共40位已確認安置方向、1位尚在考慮中、1位協請教育局媒合中。 📌提供專責醫院及綠色通道：昨(13)日4間醫療團隊，包括土城醫院、亞東醫院、市立聯合醫院三重院區、部立台北醫院，共接到9通電話，其中5通為詢問衛教問題、3通為採檢相關問題、1通則是需要協助醫療的服務。持續提供免費醫療諮詢、抽血、驗尿、心理諮商等服務，可由一對一專案窗口或撥打醫院專線，由專人與家長確認兒童狀態，並為兒童申辦免掛號費與診察費相關流程。 #侯友宜帶風向謠言切勿輕信 切勿輕信 帶風向謠言 板橋私幼司法案件 謠言 餵毒？ X 餵毒？ 事實 司法偵辦中， 檢察官尚在清 正新日期：112年6月14日,yes,"民進黨, 賴",yes,"民進黨, 賴",
652,162,houyuih,https://www.facebook.com/100044642490075/posts/825203125644430,2023-06-16 13:41:03 CST,「不要錢、不要命、愛國家、愛百姓」，我們血液裡都留著相同的黃埔精神！ 今天是陸軍官校99週年校慶，長達一世紀以來，國軍懷抱著「親愛精誠」的愛國志節，安內攘外。我出身警察，對於「親愛精誠」四字，格外有感情。警察大學也是以「誠」為校訓，警政署大門「親愛精誠」醒目的精神指標，與陸軍官校的校訓相互輝映，這代表著「軍警一家」同根同源的發展，所以，我也能稱得上是黃埔大家庭的一份子，肝胆相照，就是「誠」的特質。 公務生涯四十多載， 我深刻體認民主國家的穩定基石就是來自「軍、公、教、警、消」為國家築起的基底，我們與國家生死相許，是一種神聖的承諾，倘若國家遭遇任何敵人入侵，我們都會毫無懸念付出生命，義無反顧地保家衛國。 然而，民進黨執政後，就鋪天蓋地大肆汙衊「軍公教是米蟲」，製造階級對立、激起族群仇恨。這樣的民進黨政府，你還能忍受下去嗎？ 時間是最好的照妖鏡，照出民進黨政府「最柔軟的那一塊」原來不是勞工，而是政黨私利，選前美麗的謊言都是幻影， 變本加厲的倒行逆施。經過「美麗包裝」的前瞻預算8400億、「超前部署」的防疫8400億、「新南向政策」的250億，究竟有多少用在真正的刀口上？我們不能讓這樣的政黨為所欲為繼續囂張下去！ 國軍「黃埔精神」的時代意義，是「守護中華民國憲法、保衛中華民國領土、維護世界和平」。讓我們一起發揚黃埔固有的「犧牲、團結、負責」精神，我承諾，一定會以國家利益優先，重啟台灣經濟實力的引擎，讓人民更富足、社會更安定，國家更安全。 「為國家的生存發展而戰，為人民的安全福祉而戰。」 祝福陸軍官校99周年校慶，黃埔精神永續流傳、久久長長。 #侯友宜,yes,民進黨,yes,民進黨,
344,166,houyuih,https://www.facebook.com/100044642490075/posts/825411188956957,2023-06-16 20:45:13 CST,「這一仗，國民黨一定要贏！不畏風雨，團結向前，我們全力支持！」 面對國家內政蕭條、社會對立、兩岸對峙的處境，連主席堅毅的話語，道盡對於我及所有同志，最深的企盼。團結一致，扛起中華民國重責大任，讓台灣走向正途，就是我們的義務與使命！ 明年這一仗，攸關國家的和平與未來，唯有堅定步伐，全力以赴，才可以跨越重重險阻，實現政黨輪替，重返執政。 我們一定要贏，我們一定會贏，大家一起，拚了！,yes,蕭,no,,
495,176,houyuih,https://www.facebook.com/100044642490075/posts/826928142138595,2023-06-19 21:51:22 CST,讓青年「投入職場，遠離戰場」！年輕人是台灣的舵手，我有責任穩住台灣這條船，不走偏、不觸礁，如與海拚搏的引水人扛起重任，帶領航行中的年輕人安全入港。 過去這段時間，我與許多年輕人面對面，聽到了非常多的青年心聲與建議，都讓我為青年朋友擘劃的國政藍圖有了更清晰的樣貌。今晚，我信守承諾，履行我和台大同學們的約定，接棒「校園總統馬拉松」，望著眼前這群青春洋溢、充滿抱負的年輕學子，想到他們還沒出社會就已經面臨的嚴峻挑戰，包括房價居高不下、租屋市場不透明、首次購屋年齡持續攀升、民進黨非核家園宣告破產、錯誤能源配比招致而來能源危機，更令人擔憂的還有緊張局勢急遽升高的台海危機，敵意螺旋持續上升，再這樣下去，台灣恐怕將被迫面臨和平或戰爭的抉擇。 2024是台灣未來的關鍵，深深影響下一代的未來，我參選總統是希望要讓年輕人「投入職場，遠離戰場」，和賴清德用「愛台、賣台」分裂台灣最大的不同就在於我倡議「台灣共好」，不分世代、超越年齡與族群，一同決定台灣未來的走向。台灣未來八年面臨的內外部挑戰，我要以合理化房屋持有稅制、提升自我防衛能力、兼顧安全減碳穩定的能源供給，以及恢復台海穩定與和平的四大國政方針讓台灣重返光榮！ 📌「合理化房屋持有稅制」：居住是基本權益，房屋不是炒房者獲取暴利的商品，未來我要推動「可負擔住宅與租金」，包含租屋市場透明化、推動租屋實價登錄、解決租屋黑市。另外，租金申報從現在的列舉扣除額改為「特別扣除額」，降低租屋族負擔，並推動房屋持有成本合理化如空屋稅或囤房稅，抑制炒房客牟利。 📌「提升自我防衛能力」：國防要邁向科技化、網路化、精兵化，「止戰於境外」是最高國安原則，台灣要升級自我防衛能力、提升嚇阻能力，讓外敵不敢進犯；並主張「備戰而不啟戰」，用實力確保和平和利益，絕對不會輕易開啟戰端。同時提高軍人薪資，強化個人軍中專才與未來就業的連結。 📌「恢復台海穩定與和平」：憲法是國家的基底，我會依據《中華民國憲法》以及《兩岸人民關係條例》與中國大陸互動。以國民黨執政時代兩岸的交流成果和經驗為明，未來在對等、尊嚴、友善原則之下重啟兩岸對話，持續推動交流。 📌「穩定的能源供給」：我將提出兼顧安全、減碳、穩定三大原則的能源比例，在確保核安的前提下，短期因應措施為核電廠延役，中期則逐步降低火力發電比重、降低碳排，從現在天然氣和燃煤的80%，降到主要國家的50-70%標準。為補足電力缺口，長期是加速發展風力、光電、地熱等再生能源，加上推動氫能與儲能系統以及智慧電網，確保電力穩定、安全、可靠。 此外年輕朋友們也很關心台美關係，我一直以來與美方都保持順暢溝通管道，美國是台灣最重要的盟友，共享自由民主價值，雙方在互信、互惠、互利的原則下穩中求進，保持台海穩定也符合包含美國等各方利益。 即使現在台灣面臨嚴峻的挑戰，但我對我們台灣的年輕人有絕對的信心！年輕人一直以來是社會要角、有理想與行動力，讓台灣社會不斷改革茁壯。今晚的演講，我看到非常多的同學出席，關心著公共事務和台灣未來的方向，為台灣點燃希望之光，作為一位總統參選人，肩負提出國政方針的重責大任，我會一路和年輕人並肩而行，持續推動國家進步。 台灣下一步要走向「共好」，我們不能繼續等著民進黨用「愛台與賣台」的二分法來撕裂年輕人的未來，「共好」，不分年齡與世代，才能讓台灣走向繁榮，遠離戰爭的陰影，這是我最想實現的「台灣夢」！ 年輕朋友們，許給自己和台灣一個永續的未來吧！2024，你的決定牽動著台灣的命運。 #侯友宜,yes,"民進黨, 賴",yes,"民進黨, 賴",
480,179,houyuih,https://www.facebook.com/100044642490075/posts/827306988767377,2023-06-20 17:36:43 CST,「目標一致，不怕路遠，大家一起走，一定會成功！」 2008年，國民黨實現政黨輪替，重返執政，「伯公」吳伯雄主席以無私無我的心，促進黨內團結一致，並在全體同志共同奮鬥下，凝聚下架腐敗政府的全民共識，讓中華民國走回和平、繁榮的道路。 如今，民進黨政府執政七年多，為政者帶頭，以愛台、賣台將人民分門別類，結合網軍、側翼製造假訊息，挑起對立與仇恨，撕裂族群間的情感，中華民國、台澎金馬這片土地的人民，淪為民進黨掌權下的墊腳石。 對於國家的內憂外患，全民對於政黨輪替的渴望，十分迫切。伯公今天語重心長地告訴我，為了避免人民遭遇戰爭的禍害，讓台灣找回安定與繁榮，明年總統大選，國民黨一定要團結，全力爭取最多民意的支持，重返執政、國會過半，終結民進黨造成的危局與亂局。 即便邁向目標的道路上，難免有風雨，伯公仍堅定地對我說：「對於生死關頭，你都能淡然面對，你一定可以扛起讓中華民國再復興的重責大任，國民黨全體同志共同奮鬥，絕對會勝選！」 我也誠摯地向伯公報告，我是中華民國照顧長大的孩子，從基層一路打拚，實實在在做事，國家、人民就是我一生的責任，我一定會讓中華民國重返正途，一定會帶領國民黨打贏這場仗！大家一起走，一定會成功！,yes,"民進黨, 吳",yes,民進黨,
695,188,houyuih,https://www.facebook.com/100044642490075/posts/828714525293290,2023-06-23 15:10:53 CST,桃園鄉親們對於國家前途的焦慮、對孩子們要面對的將來感到擔憂，我都聽見了，我會扛起重責大任，讓台灣人民再次擁有安全的國家、安定的社會，回到過去經濟突飛猛進的黃金年代。 我是嘉義囝仔，桃園也是我的老家。我第一份警察工作實習在楊梅分局，後來到中央警察大學當校長，又到桃園縣府擔任警察局長，三度跟桃園結緣。今天，我跟朱立倫主席、張善政市長一起回到桃園拜訪老朋友，我們心中緊繫著共同理念，到錫福宮向三官大帝祈求，保佑這塊土地的人民都可以過得好。 我告訴鄉親，民進黨執政的這七年以來，人民過的很辛苦，兩岸之間不穩定、不往來、兵凶戰危，孩子們要延長兵役，如果兩岸關係沒處理好，台灣的子民就要上戰場了。 沒有兩岸和平，就沒有國家安全，為了中華民國，我一定要站出來捍衛台澎金馬這塊土地，不然人民生活怎麼過下去。 如今，不只台海對立氛圍再起，社會上更充斥著犯罪、詐騙橫行，毒品、槍枝、綁架三方聯合，我看不到民進黨政府拿出魄力從根剷除犯罪組織；年輕人薪資停滯多年，物價不斷高漲，「七缺」始終解決不了，人民痛苦指數飆升，民進黨資源體系中，有多少盤根錯節的弊端更從未被揭開？ 種種讓台灣人民深惡痛疾的事情，民進黨政府卻裝作沒這回事，甚至放任任其滋長，侵蝕人民辛苦付出的納稅錢，我們看不下去了！ 國民黨有能力讓兩岸和平穩定，以互利互惠方式，重啟兩岸對話，農漁產品、教育界、文化藝術交流、跨國打擊犯罪集團，讓彼此經濟產業都能蓬勃發展，更讓孩子們遠離戰爭。 接下來幾個月，我會陸續提出各面向專業國政，讓台灣不再是「地球上最危險地區」，打造安全的國家、安定的社會，讓人民安心過日子。 #侯友宜,yes,民進黨,yes,民進黨,
494,195,houyuih,https://www.facebook.com/100044642490075/posts/829591728538903,2023-06-25 08:58:36 CST,昨天到新竹城隍廟參拜，遇到一位父親帶著全家人對我說：「我的孩子交給你了，希望給他一個安居樂業好生活。」 這句話多令人感慨，代表這些年我們政府的失能，也是許多老百姓確確實實的心聲。 城隍爺對我來說是很重要的宗教信仰，祂如同我的長官，昔日破案都是在城隍爺的庇佑下達成，今天再度來城隍廟向城隍爺報告「阿sir我來了」! 我將承載更大的任務，讓人民安心國家穩定，讓廉潔有效率的政府再現。 感謝新竹市議會許修睿議長、余邦彥副議長、立法委員鄭正鈐及國民黨黨團議員全員到場為我加油支持，展現我們團結決心。新竹是一個年輕有活力的科技城，未來當選總統，我會與地方由下往上，共同合作，回應地方需求、解決問題，讓新竹更繁榮、進步。 我承諾，不會辜負人民的託付，讓年輕人「投入職場，遠離戰場」，解決低薪問題；同時一定會將民進黨這八年所作所為，不公不義，包括缺疫苗、缺蛋、太陽光電等黑幕，都公開周知、重新檢視，效法城隍爺的無私捍衛公義的精神，讓社會能夠安定。 給大家一個安居樂業的好生活，我一定會做到! #侯友宜,yes,民進黨,yes,民進黨,
573,202,houyuih,https://www.facebook.com/100044642490075/posts/830419248456151,2023-06-26 22:58:47 CST,這兩天，接連來到彰化、南投交流，艷陽高照的天氣如同中部鄉親的熱情，讓我的心也暖暖的。 我一個南部孩子，到北部打拚的過程中，認識很多彰化鄉親，永遠感念彰化鄉親對我的鼓勵跟支持，新北和彰化兩地加起來五百多萬人口，超過台灣的五分之一，除了情義相挺長期攜手合作推動農業產銷、城市旅遊外，彰化與新北的老年人口比例相近，近年人口老化速度提升，我和 王惠美 縣長都積極努力為銀髮長者打造更安心安養的宜居環境，透過城市交流，從在地出發，與彰化攜手合作，讓兩縣市共同「銀向」幸福城市。 南投縣則是我們全國重要的蔬果產區，生產的百香果更是佔了全國8成，在 許淑華 縣長陪同下，我深刻了解到百香果農當前面臨的困境，農民朋友揮汗辛苦種植的好水果，不只要內銷，更要走向國際，如何取得國際認證推廣外銷，讓農民也有安穩的收入，政府責無旁貸，但現在的中央無心又沒力 ，我們一定要下架不作為的民進黨政府，我當選總統後絕對會全力協助農民開出康莊之衢。 「中央必須看到地方的需求」，我與彰化、南投不只友誼長存，更會一起並肩作戰，彰化與南投的鄉親好朋友們，謝謝你們熱情為我加油，我們緊握雙手。團結台澎金馬這片土地的人民，讓中華民國安定、繁榮、永續，我們的國家不需要對立衝突，台灣需要認真做事的力量，人民要什麼，我們就為他們做什麼！ #侯友宜,yes,民進黨,yes,民進黨,
659,223,houyuih,https://www.facebook.com/100044642490075/posts/832961978201878,2023-07-01 12:22:00 CST,為台灣共好，我們一定要完成下架無能政府的重責大任！ 前兩天我先後前往苗栗、基隆交流，感謝鍾東錦縣長、謝國樑市長熱情的接待，我也深刻感受到地方迫切需要改變的心聲。 在苗栗縣拜訪時，我分享了在新北市大刀闊斧剷除30年來沒人敢碰的五股垃圾山變夏綠地的經驗，解決充斥犯罪、污染、違法工廠的都市毒瘤 ; 另外新莊塭仔圳過去五十年也曾停滯不前，但在我的任內蛻變，現正全速推進發展中，將成為比信義計畫區大2.6倍的嶄新國門之都。反觀台北市的社子島面積只有塭仔圳一半，過去的柯市府喊出全面開發的承諾跳票，政治誠信蕩然無存。 我也了解到苗栗縣受到財政收支劃分法長期不合理的分配，我承諾，未來統籌分配稅款將公平對待，讓苗栗的發展能更快速進步。就像鍾縣長所言：「當我們真心為人民傾盡所有的時候，人民自然會用他們的方式來肯定你」，這席話於我心有戚戚焉。我們都有共同的信念就是以民為天， 定當全力以赴。 昨天我也再度造訪基隆。基隆是一座歷史人文豐富、農漁業發達、天然景觀聞名世界的美麗城市，是大台北生活圈中相當閃耀的一顆星，而基北北桃早已是緊密依存的共同生活圈。 我當面承諾國樑市長，未來若當選上總統，我一定會重新重啟國土規劃討論，以永續長遠的角度審視、從國家整體發展定位出發，並符合國際競爭力，全力促成基隆升格直轄市。如同國樑市長所言，基隆地理位置三面緊鄰新北，非常多居民通勤雙北就業、就學，將來要擴大區域發展、資源共享，像一家人彼此照顧。 這兩趟縣市交流的路途上，許多人跟我素昧平生，但他們此刻願意站出來支持我，我深刻了解，他們最希望的就是台灣能恢復安定榮景，這些年來，民進黨執政荒腔走板、置台灣於內憂外患窘境、老百姓天天為生計及下一代擔憂，台灣人民給了民進黨多少次機會，他們卻白白浪費7年的時間，讓台灣停滯不前，大家已經忍無可忍了，我侯友宜願意扛起下架無能政府的重責大任，讓國家不再空轉、讓人民不再痛苦！ #侯友宜,yes,"民進黨, 柯",yes,"民進黨, 柯",Also criticises 柯文哲 for something he did as mayor
403,230,houyuih,https://www.facebook.com/100044642490075/posts/833731234791619,2023-07-02 19:11:22 CST,「兩岸和平穩定，內政揭弊打腐，只有侯友宜做得到！」 今天，看到大家盡情揮舞國旗，雙眼散發炙熱目光，我知道，這一場仗我們必須要贏，我們一定會贏，因為，讓中華民國能夠安定、永續，讓我們的下一代能夠擁有安心、繁榮的好日子，就是國民黨的責任！ 馬英九總統、朱立倫主席、郝龍斌市長、蔣萬安市長，今天對我的鼓勵跟肯定，以及黃呂錦茹主委跟全體同志們對我的支持，就是我無畏前行的重要力量。 這幾年在民進黨執政下，造成台海兵兇戰危的險境，人民痛苦與不安的環境，政府更充斥腐敗與黑金，我保證，我當選總統後，絕對一一揭開民進黨留下的弊病！ 我也要特別感謝馬總統，在兩岸政策上的成功經驗，創造台灣多年的安定時光。過去，參與兩岸共同打擊犯罪的我，是見證者，也是參與者。而馬總統在台上與我熱情相擁，不僅是對我的鼓舞，更是信念的傳承。 我，侯友宜，身為國民黨總統參選人，一定會和國民黨一起，重返執政，使兩岸走回和平道路，讓國家撥亂反正，這是我的使命，我一定會做到！,yes,民進黨,yes,民進黨,
401,236,houyuih,https://www.facebook.com/100044642490075/posts/834422291389180,2023-07-03 22:59:57 CST,今天，我接受趙少康先生的專訪，談到了中華民國當前的難題，以及解決方式，也在此，向全體國民報告。 一、兩岸問題，是重中之重，兩岸和平，才能確保民主與繁榮。我接受合乎中華民國憲法的九二共識，它的內涵是兩岸互不承認主權、互不否認治權，絕對不是一國兩制的九二共識，更不是民進黨汙名化的九二共識！ 二、我從來沒有反對過核電，核能絕對是能源選項之一。我主張，核一、核二，根據國際標準安檢測試安全無虞後，依法延役；核三機組到期，必須準備延役；核四經過國際頂尖專家的檢驗，並經過國際標準程序檢驗後，安全萬無一失，就可以重啟，「供電穩定、能源安全、落實減碳」，就是我的三大能源政策方向。 三、 民進黨執政下，台灣陷入兵兇戰危，兵役延長為一年，所謂大學兵役「3+1方案」（男生念書三年，當兵一年），更是將青年推向戰場。我反對「3+1方案」，我當選總統，力求兩岸穩定和平，並在此基礎上，將兵役恢復為四個月。 四、民進黨八年執政，光電弊案、疫苗採購爭議、黑金問題等，我當選總統後，將建立新的特偵組，將所有弊案問題，通通查清楚，給全民一個交代。對於本應公平審查的NCC，如今已喪失人民信任，我也會將其「打掉重練」！ 人民需要的，是解決問題的政府，不是只會批評，甚至製造問題，我會全力以赴，為人民興利除弊，還給全民清廉、有效能的政府！,yes,民進黨,yes,民進黨,
486,238,houyuih,https://www.facebook.com/100044642490075/posts/834832101348199,2023-07-04 16:47:04 CST,"「侯友宜的兵役主張 」 我反對民進黨大學「3+1」（唸書3年+兵役1年）的兵役主張，沒有反對現在的兵役延長一年。 我當選總統後，會努力與兩岸建立互信、恢復對話，只有台海重新回到和平穩定後，才有可能恢復四個月兵役。 - ❓兵役為什麼會延長一年？ 民進黨執政下，已造成兩岸兵兇戰危、瀕臨戰爭邊緣，今天兵役延長一年是不得不的選擇。 - ⚠️「3+1方案」害慘青年世代 1️⃣未考量各大學學期規劃，導致學制混亂。 2️⃣男同學修課規劃困難，更壓縮學習時間，導致學習成效不佳。 3️⃣男女同學在教育資源分配上的不均。 - 💡解方 1️⃣「必須建立在兩岸恢復和平穩定關係的前提」，我當選總統，會努力與對岸建立互信及對話機制，讓台海重新回到和平穩定。 2️⃣美國是我們長久以來最堅強的盟友，我當選總統後，一定會加強國防戰備，一定會維護自我防禦能力，一定會持續對美軍購。 3️⃣面對當前一年役期，應該先強化軍中專業訓練，連結退伍後就業的需求，讓青年「投入職場、遠離戰場」。我反對 我反對3+1方案 民進黨把兩岸搞得兵凶戰危 不得不延長兵役一年 只有男性可以參與； 只有男性可以參與，女性卻不行 女性卻不行 造成教育資源分配不均， ·造成教育資源分配不均,大學學制混亂 大學學制混亂 壓縮學生學習時間 兩岸恢復和平穩定， 岸恢復和平穩定，當兵做復四個房 當兵恢復四個月",yes,民進黨,yes,民進黨,
506,244,houyuih,https://www.facebook.com/100044642490075/posts/835543374610405,2023-07-05 20:53:40 CST,讓國民黨重返執政，中華民國屹立不搖！ 感動，感心，感謝。看到今天近兩百位立委兄弟姐妹，在台灣公道伯 王金平院長的號召下，與蕭萬長副總統、朱立倫主席、謝國樑市長、盧秀燕市長、王惠美縣長、勇媽阿惠 - 黃敏惠市長及代替出訪的蔣萬安市長的林奕華副市長，一同站出來，力挺侯友宜。如同王院長所說，如此盛況，可謂空前。 再次感謝王院長，政通人和、調和鼎鼐，讓大家團結在一起，告訴全台灣人民，「重返執政、國會過半，創造兩岸和平、國家安全、人民安定，就是我們的目標！」 我會謹記王院長的教誨，「頭要低、腰要軟、腳要快、嘴要甜」，用這樣的態度，向各方請益，凝聚所有人的力量。 我保證，當選總統後，一定會大破大立，改革這幾年民進黨執政下，黑金橫行、行政失能、治安敗壞的狀況，一一揭開被掩蓋的弊病，還給人民，一個廉政清明的政府。,yes,"民進黨, 蕭",yes,民進黨,
443,258,houyuih,https://www.facebook.com/100044642490075/posts/837649404399802,2023-07-09 10:02:27 CST,這兩天，看到殺害警察的兇手，服刑不到幾年，就可以轉去相對輕鬆的外役監，面對外界質疑，主管機關竟然就簡短一句「依法辦理」，似乎世間萬事都與他無關。最近幾年，好幾位警察弟兄執勤時遇害，卻從不見犯嫌付出符合社會期待的代價，曾經身為一份子，我極度不捨，更是憤怒。在公權力不再、警察生命喪失，都能如此被輕忽的今日，那民眾又如何期待自己能安居樂業？到底是什麼原因縱容著這些官員變成如今的傲慢？ 再看到，不顧他人性命，把國人誘騙出國摘取器官的詐騙及人口販運集團，除了輕判之外，竟然也只要10萬，甚至不到10萬，就可以個個交保出來，台灣的司法到底怎麼了？本該公平的天秤，是否偏向錯誤的一邊呢？ 大半輩子的警察生活，讓我清楚體會安居樂業是所有人民心中最深切的期待，我說過「這個社會，總要有些基本的底限，有些事情，就是不能做，做了就要付出代價，付出大家覺得公道的代價」。現在的政府，國會絕對多數，但對於死刑的法律規定，既不願意修法廢除死刑，又不願意依法執行死刑，廢死、反廢死的政治利益都想撈，整天喊著司法改革的旗幟，獲取政治紅利，但越改卻越讓人民越心寒，到底司改是為了人權保障，還是政治考量？ 民進黨的賴清德主席，面對遇害警察的家屬，受害的國人同胞，面對官員事不關己的傲慢，一再的向加害者傾斜，你有表示什麼？又做了什麼？政客們請以蒼生為念，是該負起責任做出改變了！ 毫無止盡的保障被告及受刑人，絕對不是司法正義的表現，司法正義，更應建立在公平的基礎上，同時保障著被害人與加害人在公平正義上，該享有的基本人權。就如同西方神話「正義女神」裹著雙眼、一手持天秤、一手持利劍，公平的看待人世間的善與惡，窮盡洪荒之力，保護善者，更要重懲惡者！,yes,"民進黨, 賴",yes,"民進黨, 賴",
640,280,houyuih,https://www.facebook.com/100044642490075/posts/839512194213523,2023-07-12 20:51:48 CST,「政治意識形態，絕對不能凌駕農友生計！」 這兩年多來，台灣鳳梨釋迦銷往大陸的通路受阻，嚴重衝擊農友生計，身為全國最大市的新北市，以身作則，透過兩地產銷平台及新北果菜公司協助，讓台東及各縣市的農友們能順利銷售農產品，避免心血白費。 前段時間，在台東縣長饒慶鈴及國民黨的努力下，與對岸成功對話，終於讓鳳梨釋迦恢復銷往中國大陸，今天也聽到許多辛勤耕作的農友們，對此感到相當振奮。 不過，令人遺憾的是，民進黨政府居然帶頭，將兩岸之間的交流對話，扭曲為「統戰」。我鄭重呼籲，執政者應該是扛起責任，確保農友生計，而不是用政治意識型態，傷害農民！ 如果民進黨政府無心也無力幫助農民，就讓侯友宜來做，我當選總統，一定會在平等尊嚴的原則下，讓兩岸恢復務實對話，恢復諸多農漁產品的市場，同時也會針對詐騙氾濫的問題，進行兩岸合作打擊，從根本解決問題。 今天，我也非常感謝全國議長、副議長們的邀請，以及台東各地朋友的邀約，讓我有機會與大家進行交流。在國家人民之前，讓我們不分黨派、不分顏色、不分你我，「大家都是中華民國派，一起為台灣拚個好日子！」,yes,民進黨,yes,民進黨,
537,286,houyuih,https://www.facebook.com/100044642490075/posts/840295960801813,2023-07-14 10:51:37 CST,「民進黨不要再擋修法 外役監不是綠色權貴後花園！」 殺警案兇手轉服外役監，不僅引起警察憤怒、全民公憤，更是在受害者傷口上撒鹽。然而，對於人民期待的外役監條例修正，民進黨口中的優先修法，如今卻是「幽靈修法」，民進黨到底還要拖到何時？ 民進黨完全執政七年多，沒有過不了的法案，只有不想過的法案。我今天再次鄭重呼籲民進黨，國民黨已經有修法版本，請民進黨不要再阻擋，並在八月立法院臨時會時，盡快通過修法。 符合公平正義的事，不能拖，趕快做，必須要讓外役監的門檻，從高、從嚴，絕不能淪為綠色權貴的後花園、社會名流的服刑天堂！,yes,民進黨,yes,民進黨,
305,290,houyuih,https://www.facebook.com/100044642490075/posts/840843460747063,2023-07-15 12:55:38 CST,住者有其屋，居住有正義。 民進黨喊了8年的住宅政策，但結果是… 20萬戶社會住宅跳票；民眾租不起、買不起，更永遠追不上房價漲；而賴清德副總統竟還表示，「房價正在降」，內政部長林右昌甚至表示，是你們年輕人在挑地方。 明天我將會上凱道，和所有支持居住正義的大家站在一起。 我當選總統會全力推動，下列五大住宅政策： 1.安心租： 實踐租金實價登錄，讓租屋市場透明化；調高房租支出「所得稅列舉扣除額」上限，減輕租客負擔，針對房東採取「租稅特惠，分離課稅」的原則，引導房東誠實申報。 2.拚社宅： (1)市地重劃、區段徵收開發區以一定比例劃設「社福用地」，增加可興建社宅用地。 (2)以「容積獎勵」促進都更、危老，並回饋為社會住宅。 (3)公有土地參與開發分回房屋，將以包租代管方式納入社宅。 (4)大專私校退場土地，以一定比例優先興建社宅及運動中心。 3.止炒作： 重新檢討「不動產交易所得稅」，實踐漲價歸公，遏止房價炒作。 4.挺青年： 青年租金補貼加碼、青年購屋超低利貸款，讓青年能夠多元選擇。 5.優先住： 保障社宅青年（育嬰戶）優先入住名額，採行「輪候制」提高多次落籤者中籤率。 我再強調，我當選總統後，絕不讓青年朋友失望！就在明天，喊出我們的心聲，全力支持居住正義！,yes,"民進黨, 賴",yes,"民進黨, 賴",
541,294,houyuih,https://www.facebook.com/100044642490075/posts/841455230685886,2023-07-16 17:29:33 CST,司法改革，只剩空殼！民進黨做不到的，換我來做！ 今天我和上萬名朋友一起走上凱道，頂著烈日喊出，對公平正義的企盼，對民進黨政府的失望，對八年下來無數弊端的憤怒，「坐在冷氣房裡的蔡英文總統、賴清德副總統，你們聽到了嗎？」 蔡英文總統曾說，司法是正義的最後一道防線，但如今卻是空殼一個，民進黨的優先修法，變成幽靈修法，外役監變爽監，甚至變成民進黨權貴的後花園。 更嚴重的是，權貴黑金氾濫，im.B騙局吸金25億供養權貴、學甲88槍牽涉上百億光電弊案、疫苗採購弊案，至今看不到真相，民眾一年受詐騙金額高達700億元，政府根本束手無策。 「民進黨做不好，就換侯友宜來做！」我當總統後，將全力推動： 1. 跨部會聯手打擊詐騙，「騙得越多，判得越重」。 2. 中央成立「黑道幫派認定審議委員會」，吸收未滿18歲青少年，一律對幫派主事者及成員，加重其刑。 3. 打破假釋黑箱，「提高重大刑犯假釋門檻」。 4. 成立專辦黑金「新的特偵專案組」，嚴懲官商勾結。 5.「源頭管制槍枝」，杜絕黑槍氾濫。 公平正義必須伸張，更要讓人民看到它得到伸張。 為了年輕人、為了台灣的未來，我們一起打拚，我會全力以赴，實踐公平正義，讓人民有感！,yes,"民進黨, 賴, 蔡",yes,"民進黨, 賴, 蔡",
